1.0 8.0
Round,Avg_Train_Loss,Avg_Distillation_Loss,Avg_Test_Accuracy,Generation_Time_s
5,1.0845,9.4262,17.34,15.31
10,nan,0.0000,10.00,9.76
15,nan,0.0000,10.00,18.72
20,nan,0.0000,10.00,9.55
25,nan,0.0000,10.00,8.88
30,nan,0.0000,10.00,18.39
35,nan,0.0000,10.00,9.00
40,nan,0.0000,10.00,18.68
45,nan,0.0000,10.00,12.80
50,nan,0.0000,10.00,12.56
55,nan,0.0000,10.00,14.51
60,nan,0.0000,10.00,9.75
65,nan,0.0000,10.00,17.16
70,nan,0.0000,10.00,12.17
75,nan,0.0000,10.00,15.44
